n,scenario,run_id,method,noise_sigma,pearson_r,fdr,sca
4,Two Free-riders,39,Shapley (noisy),12.0,-0.195557,0.000000,0.433261
4,Two Free-riders,39,Shapley (noisy),16.0,-0.564338,0.000000,0.433261
4,Two Free-riders,39,Shapley (noisy),20.0,-0.667585,0.000000,0.683261
4,Two Free-riders,40,Equal,,0.000000,0.000000,0.566213
4,Two Free-riders,40,Peer,8.0,0.937509,1.000000,0.951351
4,Two Free-riders,40,Instructor,12.0,0.940959,1.000000,0.894939
4,Two Free-riders,40,CATME,5.0,0.990354,1.000000,0.967008
4,Two Free-riders,40,Shapley (clean),0.0,0.985856,1.000000,0.939969
4,Two Free-riders,40,Shapley (noisy),4.0,0.473753,0.500000,0.816213
4,Two Free-riders,40,Shapley (noisy),8.0,-0.010779,0.500000,0.933787
4,Two Free-riders,40,Shapley (noisy),12.0,-0.174765,0.500000,0.933787
4,Two Free-riders,40,Shapley (noisy),16.0,0.174765,0.500000,0.933787
4,Two Free-riders,40,Shapley (noisy),20.0,-0.675555,0.000000,0.816213
4,Two Free-riders,41,Equal,,0.000000,0.000000,0.632942
4,Two Free-riders,41,Peer,8.0,0.991140,1.000000,0.985783
4,Two Free-riders,41,Instructor,12.0,0.975289,1.000000,0.985893
4,Two Free-riders,41,CATME,5.0,0.995389,1.000000,0.849688
4,Two Free-riders,41,Shapley (clean),0.0,0.995374,1.000000,0.960197
4,Two Free-riders,41,Shapley (noisy),4.0,-0.740955,0.000000,0.617058
4,Two Free-riders,41,Shapley (noisy),8.0,0.088614,0.500000,0.867058
4,Two Free-riders,41,Shapley (noisy),12.0,0.740955,0.500000,0.882942
4,Two Free-riders,41,Shapley (noisy),16.0,-0.088614,0.500000,0.867058
4,Two Free-riders,41,Shapley (noisy),20.0,-0.481994,0.000000,0.882942
4,Two Free-riders,42,Equal,,0.000000,0.000000,0.627798
4,Two Free-riders,42,Peer,8.0,0.930844,1.000000,0.850806
4,Two Free-riders,42,Instructor,12.0,0.887452,1.000000,0.944977
4,Two Free-riders,42,CATME,5.0,0.876250,1.000000,0.923430
4,Two Free-riders,42,Shapley (clean),0.0,0.935921,1.000000,0.969302
4,Two Free-riders,42,Shapley (noisy),4.0,0.708997,1.000000,0.889274
4,Two Free-riders,42,Shapley (noisy),8.0,0.864438,0.000000,0.622202
4,Two Free-riders,42,Shapley (noisy),12.0,0.025488,0.000000,0.622202
4,Two Free-riders,42,Shapley (noisy),16.0,0.629814,1.000000,0.872202
4,Two Free-riders,42,Shapley (noisy),20.0,-0.770699,0.000000,0.872202
4,Two Free-riders,43,Equal,,0.000000,0.000000,0.692901
4,Two Free-riders,43,Peer,8.0,0.924969,1.000000,0.911968
4,Two Free-riders,43,Instructor,12.0,0.807882,0.500000,0.861644
4,Two Free-riders,43,CATME,5.0,0.953805,1.000000,0.848926
4,Two Free-riders,43,Shapley (clean),0.0,0.956780,1.000000,0.885545
4,Two Free-riders,43,Shapley (noisy),4.0,-0.111290,0.500000,0.807099
4,Two Free-riders,43,Shapley (noisy),8.0,-0.653785,0.000000,0.557099
4,Two Free-riders,43,Shapley (noisy),12.0,-0.294542,0.500000,0.807099
4,Two Free-riders,43,Shapley (noisy),16.0,0.949136,1.000000,0.807099
4,Two Free-riders,43,Shapley (noisy),20.0,-0.313677,0.000000,0.942901
4,Two Free-riders,44,Equal,,0.000000,0.000000,0.704579
4,Two Free-riders,44,Peer,8.0,0.974767,1.000000,0.976348
4,Two Free-riders,44,Instructor,12.0,0.497616,1.000000,0.874145
4,Two Free-riders,44,CATME,5.0,0.996776,1.000000,0.880256
4,Two Free-riders,44,Shapley (clean),0.0,0.962010,1.000000,0.966850
4,Two Free-riders,44,Shapley (noisy),4.0,-0.307594,0.000000,0.795421
4,Two Free-riders,44,Shapley (noisy),8.0,-0.590346,0.000000,0.954579
4,Two Free-riders,44,Shapley (noisy),12.0,0.945525,1.000000,0.954579
4,Two Free-riders,44,Shapley (noisy),16.0,-0.059837,0.000000,0.954579
4,Two Free-riders,44,Shapley (noisy),20.0,0.590346,0.000000,0.545421
4,Two Free-riders,45,Equal,,0.000000,0.000000,0.676501
4,Two Free-riders,45,Peer,8.0,0.993525,1.000000,0.853387
4,Two Free-riders,45,Instructor,12.0,0.987579,1.000000,0.950982
4,Two Free-riders,45,CATME,5.0,0.989059,1.000000,0.912963
4,Two Free-riders,45,Shapley (clean),0.0,0.987687,1.000000,0.948866
4,Two Free-riders,45,Shapley (noisy),4.0,-0.322134,0.000000,0.573499
4,Two Free-riders,45,Shapley (noisy),8.0,0.667362,0.000000,0.573499
4,Two Free-riders,45,Shapley (noisy),12.0,0.092808,1.000000,0.823499
4,Two Free-riders,45,Shapley (noisy),16.0,0.000000,0.000000,0.676501
4,Two Free-riders,45,Shapley (noisy),20.0,0.322134,0.000000,0.926501
4,Two Free-riders,46,Equal,,0.000000,0.000000,0.614882
4,Two Free-riders,46,Peer,8.0,0.989643,1.000000,0.855361
4,Two Free-riders,46,Instructor,12.0,0.663502,0.500000,0.904662
4,Two Free-riders,46,CATME,5.0,0.889630,1.000000,0.951608
4,Two Free-riders,46,Shapley (clean),0.0,0.967420,1.000000,0.923303
4,Two Free-riders,46,Shapley (noisy),4.0,0.971139,0.000000,0.635118
4,Two Free-riders,46,Shapley (noisy),8.0,-0.529331,0.000000,0.635118
4,Two Free-riders,46,Shapley (noisy),12.0,0.529331,0.500000,0.864882
4,Two Free-riders,46,Shapley (noisy),16.0,0.581442,0.500000,0.885118
4,Two Free-riders,46,Shapley (noisy),20.0,-0.299748,0.000000,0.635118
4,Two Free-riders,47,Equal,,0.000000,0.000000,0.670300
4,Two Free-riders,47,Peer,8.0,0.947243,1.000000,0.821155
4,Two Free-riders,47,Instructor,12.0,0.788832,1.000000,0.999527
4,Two Free-riders,47,CATME,5.0,0.917052,1.000000,0.947088
4,Two Free-riders,47,Shapley (clean),0.0,0.964594,1.000000,0.899973
4,Two Free-riders,47,Shapley (noisy),4.0,0.766235,0.000000,0.579700
4,Two Free-riders,47,Shapley (noisy),8.0,0.441070,0.500000,0.920300
4,Two Free-riders,47,Shapley (noisy),12.0,-0.441070,0.000000,0.579700
4,Two Free-riders,47,Shapley (noisy),16.0,-0.090282,0.500000,0.829700
4,Two Free-riders,47,Shapley (noisy),20.0,0.766235,0.000000,0.579700
4,Two Free-riders,48,Equal,,0.000000,0.000000,0.701401
4,Two Free-riders,48,Peer,8.0,0.907060,1.000000,0.923025
4,Two Free-riders,48,Instructor,12.0,0.867531,1.000000,0.972572
4,Two Free-riders,48,CATME,5.0,0.913067,1.000000,0.999009
4,Two Free-riders,48,Shapley (clean),0.0,0.947917,1.000000,0.985360
4,Two Free-riders,48,Shapley (noisy),4.0,-0.722488,0.000000,0.798599
4,Two Free-riders,48,Shapley (noisy),8.0,-0.798728,0.000000,0.548599
4,Two Free-riders,48,Shapley (noisy),12.0,0.615716,1.000000,0.775418
4,Two Free-riders,48,Shapley (noisy),16.0,0.000000,0.000000,0.701401
4,Two Free-riders,48,Shapley (noisy),20.0,0.147787,1.000000,0.874716
4,Two Free-riders,49,Equal,,0.000000,0.000000,0.595816
4,Two Free-riders,49,Peer,8.0,0.896740,1.000000,0.985745
4,Two Free-riders,49,Instructor,12.0,0.756615,1.000000,0.850670
4,Two Free-riders,49,CATME,5.0,0.915990,1.000000,0.987153
4,Two Free-riders,49,Shapley (clean),0.0,0.933543,1.000000,0.904184
4,Two Free-riders,49,Shapley (noisy),4.0,0.933543,1.000000,0.904184
4,Two Free-riders,49,Shapley (noisy),8.0,0.535937,0.500000,0.845816
4,Two Free-riders,49,Shapley (noisy),12.0,-0.542025,0.000000,0.654184
4,Two Free-riders,49,Shapley (noisy),16.0,-0.250824,0.500000,0.904184
4,Two Free-riders,49,Shapley (noisy),20.0,-0.933543,0.000000,0.904184
4,Two Free-riders,50,Equal,,0.000000,0.000000,0.794152
4,Two Free-riders,50,Peer,8.0,0.963199,1.000000,0.954231
4,Two Free-riders,50,Instructor,12.0,0.716285,1.000000,0.915642
4,Two Free-riders,50,CATME,5.0,0.901214,1.000000,0.958830
4,Two Free-riders,50,Shapley (clean),0.0,0.944011,1.000000,0.929359
4,Two Free-riders,50,Shapley (noisy),4.0,-0.547386,0.000000,0.455848
4,Two Free-riders,50,Shapley (noisy),8.0,0.348112,0.500000,0.721216
4,Two Free-riders,50,Shapley (noisy),12.0,0.000000,0.000000,0.794152
4,Two Free-riders,50,Shapley (noisy),16.0,0.547386,0.500000,0.955848
4,Two Free-riders,50,Shapley (noisy),20.0,-0.897994,0.000000,0.705848
4,Two Free-riders,51,Equal,,0.000000,0.000000,0.530448
4,Two Free-riders,51,Peer,8.0,0.883365,1.000000,0.889371
4,Two Free-riders,51,Instructor,12.0,0.825603,1.000000,0.795972
4,Two Free-riders,51,CATME,5.0,0.966482,1.000000,0.840712
4,Two Free-riders,51,Shapley (clean),0.0,0.926085,1.000000,0.969552
4,Two Free-riders,51,Shapley (noisy),4.0,-0.926085,0.000000,0.969552
4,Two Free-riders,51,Shapley (noisy),8.0,-0.317479,0.500000,0.969552
4,Two Free-riders,51,Shapley (noisy),12.0,0.000000,0.000000,0.530448
4,Two Free-riders,51,Shapley (noisy),16.0,0.317479,0.500000,0.969552
4,Two Free-riders,51,Shapley (noisy),20.0,-0.600254,0.000000,0.719552
4,Two Free-riders,52,Equal,,0.000000,0.000000,0.729910
4,Two Free-riders,52,Peer,8.0,0.820737,1.000000,0.934584
4,Two Free-riders,52,Instructor,12.0,0.639741,1.000000,0.898470
4,Two Free-riders,52,CATME,5.0,0.917038,1.000000,0.946588
4,Two Free-riders,52,Shapley (clean),0.0,0.932686,1.000000,0.902745
4,Two Free-riders,52,Shapley (noisy),4.0,0.000000,0.000000,0.729910
4,Two Free-riders,52,Shapley (noisy),8.0,0.272215,0.000000,0.979910
4,Two Free-riders,52,Shapley (noisy),12.0,0.848432,1.000000,0.770090
4,Two Free-riders,52,Shapley (noisy),16.0,0.707469,1.000000,0.979910
4,Two Free-riders,52,Shapley (noisy),20.0,-0.511829,0.000000,0.770090
4,Two Free-riders,53,Equal,,0.000000,0.000000,0.687225
4,Two Free-riders,53,Peer,8.0,0.887684,1.000000,0.917774
4,Two Free-riders,53,Instructor,12.0,0.996227,1.000000,0.997438
4,Two Free-riders,53,CATME,5.0,0.977250,1.000000,0.922995
4,Two Free-riders,53,Shapley (clean),0.0,0.995818,1.000000,0.919845
4,Two Free-riders,53,Shapley (noisy),4.0,-0.075866,0.500000,0.900656
4,Two Free-riders,53,Shapley (noisy),8.0,0.103632,0.500000,0.812775
4,Two Free-riders,53,Shapley (noisy),12.0,0.743622,0.500000,0.937225
4,Two Free-riders,53,Shapley (noisy),16.0,-0.103632,0.500000,0.812775
4,Two Free-riders,53,Shapley (noisy),20.0,0.212767,0.500000,0.812775
4,Two Free-riders,54,Equal,,0.000000,0.000000,0.548400
4,Two Free-riders,54,Peer,8.0,0.909843,1.000000,0.823302
4,Two Free-riders,54,Instructor,12.0,0.767292,1.000000,0.806248
4,Two Free-riders,54,CATME,5.0,0.956392,1.000000,0.966678
4,Two Free-riders,54,Shapley (clean),0.0,0.964494,1.000000,0.951600
4,Two Free-riders,54,Shapley (noisy),4.0,0.146150,0.500000,0.951600
4,Two Free-riders,54,Shapley (noisy),8.0,-0.146150,0.500000,0.951600
4,Two Free-riders,54,Shapley (noisy),12.0,-0.514224,0.000000,0.701600
4,Two Free-riders,54,Shapley (noisy),16.0,0.964494,1.000000,0.951600
4,Two Free-riders,54,Shapley (noisy),20.0,-0.599477,0.000000,0.701600
4,Two Free-riders,55,Equal,,0.000000,0.000000,0.790081
4,Two Free-riders,55,Peer,8.0,0.791587,1.000000,0.887090
4,Two Free-riders,55,Instructor,12.0,0.833925,1.000000,0.899234
4,Two Free-riders,55,CATME,5.0,0.871122,1.000000,0.974445
4,Two Free-riders,55,Shapley (clean),0.0,0.958789,1.000000,0.930258
4,Two Free-riders,55,Shapley (noisy),4.0,-0.724275,0.000000,0.459919
4,Two Free-riders,55,Shapley (noisy),8.0,0.891146,0.000000,0.459919
4,Two Free-riders,55,Shapley (noisy),12.0,-0.064795,0.000000,0.459919
4,Two Free-riders,55,Shapley (noisy),16.0,-0.724275,0.000000,0.459919
4,Two Free-riders,55,Shapley (noisy),20.0,0.144515,0.000000,0.709919
4,Two Free-riders,56,Equal,,0.000000,0.000000,0.487045
4,Two Free-riders,56,Peer,8.0,0.903570,0.666667,0.750562
4,Two Free-riders,56,Instructor,12.0,0.588118,0.666667,0.892372
4,Two Free-riders,56,CATME,5.0,0.933070,0.666667,0.984500
4,Two Free-riders,56,Shapley (clean),0.0,0.928134,0.666667,0.963031
4,Two Free-riders,56,Shapley (noisy),4.0,-0.427426,0.000000,0.762955
4,Two Free-riders,56,Shapley (noisy),8.0,0.792526,0.666667,0.987045
4,Two Free-riders,56,Shapley (noisy),12.0,0.000000,0.000000,0.487045
4,Two Free-riders,56,Shapley (noisy),16.0,-0.954583,0.000000,0.737045
4,Two Free-riders,56,Shapley (noisy),20.0,0.000000,0.000000,0.487045
4,Two Free-riders,57,Equal,,0.000000,0.000000,0.526717
4,Two Free-riders,57,Peer,8.0,0.844754,0.500000,0.702975
4,Two Free-riders,57,Instructor,12.0,0.454570,0.500000,0.944693
4,Two Free-riders,57,CATME,5.0,0.963576,1.000000,0.868993
4,Two Free-riders,57,Shapley (clean),0.0,0.955048,1.000000,0.988388
4,Two Free-riders,57,Shapley (noisy),4.0,0.552289,0.500000,0.691867
4,Two Free-riders,57,Shapley (noisy),8.0,0.552460,0.500000,0.973283
4,Two Free-riders,57,Shapley (noisy),12.0,-0.958299,0.000000,0.776717
4,Two Free-riders,57,Shapley (noisy),16.0,0.958299,0.000000,0.723283
4,Two Free-riders,57,Shapley (noisy),20.0,-0.958299,0.000000,0.776717
4,Two Free-riders,58,Equal,,0.000000,0.000000,0.881123
4,Two Free-riders,58,Peer,8.0,0.925773,1.000000,0.963111
4,Two Free-riders,58,Instructor,12.0,0.924624,1.000000,0.949287
4,Two Free-riders,58,CATME,5.0,0.955320,1.000000,0.979105
4,Two Free-riders,58,Shapley (clean),0.0,0.991774,1.000000,0.940923
4,Two Free-riders,58,Shapley (noisy),4.0,0.742731,1.000000,0.618877
4,Two Free-riders,58,Shapley (noisy),8.0,0.693957,0.000000,0.368877
4,Two Free-riders,58,Shapley (noisy),12.0,-0.693957,0.000000,0.868877
4,Two Free-riders,58,Shapley (noisy),16.0,0.906938,1.000000,0.868877
4,Two Free-riders,58,Shapley (noisy),20.0,-0.906938,0.000000,0.368877
4,Two Free-riders,59,Equal,,0.000000,0.000000,0.524137
4,Two Free-riders,59,Peer,8.0,0.978711,1.000000,0.855159
4,Two Free-riders,59,Instructor,12.0,0.937749,1.000000,0.918442
4,Two Free-riders,59,CATME,5.0,0.930258,1.000000,0.917674
4,Two Free-riders,59,Shapley (clean),0.0,0.930228,1.000000,0.975863
4,Two Free-riders,59,Shapley (noisy),4.0,0.237696,0.000000,0.725863
4,Two Free-riders,59,Shapley (noisy),8.0,-0.248293,0.500000,0.975863
4,Two Free-riders,59,Shapley (noisy),12.0,0.836439,0.000000,0.725863
4,Two Free-riders,59,Shapley (noisy),16.0,-0.930228,0.000000,0.975863
4,Two Free-riders,59,Shapley (noisy),20.0,0.836439,0.000000,0.725863
4,Two Free-riders,60,Equal,,0.000000,0.000000,0.655203
4,Two Free-riders,60,Peer,8.0,0.994876,1.000000,0.879629
4,Two Free-riders,60,Instructor,12.0,0.866350,1.000000,0.955256
4,Two Free-riders,60,CATME,5.0,0.995281,1.000000,0.884276
4,Two Free-riders,60,Shapley (clean),0.0,0.995357,1.000000,0.945273
4,Two Free-riders,60,Shapley (noisy),4.0,0.922541,1.000000,0.803348
4,Two Free-riders,60,Shapley (noisy),8.0,-0.226397,0.000000,0.844797
4,Two Free-riders,60,Shapley (noisy),12.0,0.969456,1.000000,0.844797
4,Two Free-riders,60,Shapley (noisy),16.0,-0.094341,0.000000,0.844797
4,Two Free-riders,60,Shapley (noisy),20.0,0.744894,1.000000,0.905203
4,Two Free-riders,61,Equal,,0.000000,0.000000,0.562190
4,Two Free-riders,61,Peer,8.0,0.987356,1.000000,0.930786
4,Two Free-riders,61,Instructor,12.0,0.933092,1.000000,0.903415
4,Two Free-riders,61,CATME,5.0,0.985572,1.000000,0.968848
4,Two Free-riders,61,Shapley (clean),0.0,0.985591,1.000000,0.961820
4,Two Free-riders,61,Shapley (noisy),4.0,0.453786,0.500000,0.717601
4,Two Free-riders,61,Shapley (noisy),8.0,0.980104,1.000000,0.937810
4,Two Free-riders,61,Shapley (noisy),12.0,-0.004315,0.500000,0.937810
4,Two Free-riders,61,Shapley (noisy),16.0,-0.980104,0.000000,0.937810
4,Two Free-riders,61,Shapley (noisy),20.0,0.453786,0.500000,0.812190
4,Two Free-riders,62,Equal,,0.000000,0.000000,0.687518
4,Two Free-riders,62,Peer,8.0,0.890008,1.000000,0.971624
4,Two Free-riders,62,Instructor,12.0,0.857016,1.000000,0.985054
4,Two Free-riders,62,CATME,5.0,0.998603,1.000000,0.989545
4,Two Free-riders,62,Shapley (clean),0.0,0.999165,1.000000,0.812482
4,Two Free-riders,62,Shapley (noisy),4.0,-0.999165,0.000000,0.812482
4,Two Free-riders,62,Shapley (noisy),8.0,-0.906011,0.000000,0.730826
4,Two Free-riders,62,Shapley (noisy),12.0,-0.027044,0.500000,0.812482
4,Two Free-riders,62,Shapley (noisy),16.0,0.578931,0.500000,0.791398
4,Two Free-riders,62,Shapley (noisy),20.0,0.574806,0.500000,0.937518
4,Two Free-riders,63,Equal,,0.000000,0.000000,0.742995
4,Two Free-riders,63,Peer,8.0,0.997919,1.000000,0.980081
4,Two Free-riders,63,Instructor,12.0,0.927490,1.000000,0.937298
4,Two Free-riders,63,CATME,5.0,0.998318,1.000000,0.991241
4,Two Free-riders,63,Shapley (clean),0.0,0.998318,1.000000,0.992995
4,Two Free-riders,63,Shapley (noisy),4.0,0.587560,1.000000,0.757005
4,Two Free-riders,63,Shapley (noisy),8.0,0.000000,0.000000,0.742995
4,Two Free-riders,63,Shapley (noisy),12.0,0.293231,0.000000,0.507005
4,Two Free-riders,63,Shapley (noisy),16.0,-0.998318,0.000000,0.507005
